Timestamp,GPU_ID,Rack_ID,Power_Draw_Watts,GPU_Utilization_Percent,Workload_Type,Workload_ID,Power_State,Energy_Stored_Joules,Grid_Voltage_Volts,Temperature_Celsius,Workload_Duration_Secs,Sync_Flag,Power_Cap_Watts,Power_Burn_Active
2025-08-01 08:02:35,GPU_7138,Rack_100,139.73,11.67,Idle,WL_096,Idle,60.48,229.74,47.34,118.82,False,190.4,False
2025-08-01 08:02:40,GPU_5214,Rack_73,1343.96,96.48,Training,WL_013,High,38.63,231.32,56.56,217.09,True,1391.64,False
2025-08-01 08:02:45,GPU_5260,Rack_74,1445.34,92.85,Training,WL_082,High,62.43,230.15,55.77,182.46,True,1491.78,False
2025-08-01 08:02:50,GPU_4509,Rack_63,1429.53,90.67,Training,WL_009,High,52.15,231.75,66.05,156.75,True,1477.86,False
2025-08-01 08:02:55,GPU_3372,Rack_47,1172.49,82.76,Training,WL_076,High,30.16,231.45,61.04,285.62,True,1246.64,False
2025-08-01 08:03:00,GPU_2203,Rack_31,1213.88,100.0,Training,WL_090,High,63.44,234.42,58.34,173.95,True,1262.65,True
2025-08-01 08:03:05,GPU_4474,Rack_63,1270.59,90.09,Training,WL_057,High,65.0,219.83,52.7,203.76,True,1319.91,False
2025-08-01 08:03:10,GPU_0482,Rack_07,1343.16,100.0,Training,WL_019,High,27.73,223.72,64.68,129.73,True,1396.91,True
2025-08-01 08:03:15,GPU_2635,Rack_37,1326.24,88.82,Training,WL_095,High,35.87,226.91,59.37,268.09,True,1379.02,True
2025-08-01 08:03:20,GPU_7182,Rack_100,1358.79,97.17,Training,WL_055,High,43.08,223.03,66.77,39.33,True,1410.42,False
2025-08-01 08:03:25,GPU_5801,Rack_81,655.84,61.93,Inference,WL_088,Transition,34.1,224.89,68.98,244.49,False,702.46,False
2025-08-01 08:03:30,GPU_5331,Rack_75,1276.46,99.3,Training,WL_078,High,28.72,229.45,70.65,230.33,True,1334.3,True
2025-08-01 08:03:35,GPU_3596,Rack_50,1306.35,93.39,Training,WL_095,High,31.62,231.48,58.95,62.16,True,1362.65,True
2025-08-01 08:03:40,GPU_1238,Rack_18,670.79,60.9,Inference,WL_083,Transition,23.5,237.59,59.1,108.97,False,719.19,False
2025-08-01 08:03:45,GPU_6883,Rack_96,1160.31,95.37,Training,WL_067,High,35.54,231.47,65.45,73.96,True,1222.42,False
2025-08-01 08:03:50,GPU_5797,Rack_81,653.15,42.42,Inference,WL_062,Transition,38.71,223.36,58.46,237.24,False,698.88,False
2025-08-01 08:03:55,GPU_3714,Rack_52,1600.0,86.54,Training,WL_033,High,31.97,195.45,66.61,215.93,True,1500.0,False
2025-08-01 08:04:00,GPU_1848,Rack_26,1460.86,95.67,Training,WL_045,High,42.48,234.21,63.33,220.06,True,1498.41,True
2025-08-01 08:04:05,GPU_0095,Rack_02,641.22,34.17,Inference,WL_057,Transition,0.0,225.66,52.22,257.83,False,684.4,False
2025-08-01 08:04:10,GPU_0801,Rack_12,1284.89,92.68,Training,WL_089,High,45.38,236.32,52.62,120.53,True,1330.04,True
2025-08-01 08:04:15,GPU_4484,Rack_63,105.98,14.2,Idle,WL_090,Idle,65.0,223.09,61.83,189.55,False,163.8,False
2025-08-01 08:04:20,GPU_0862,Rack_12,606.05,41.11,Inference,WL_094,Transition,25.01,222.37,55.46,252.83,False,653.71,False
2025-08-01 08:04:25,GPU_2426,Rack_34,1204.56,95.56,Training,WL_090,High,43.48,234.54,57.44,73.77,True,1250.82,True
2025-08-01 08:04:30,GPU_5079,Rack_71,1291.29,90.5,Training,WL_008,High,54.23,228.9,55.55,48.87,True,1348.57,False
2025-08-01 08:04:35,GPU_2632,Rack_37,1410.16,88.35,Training,WL_049,High,48.58,228.19,59.03,33.73,True,1469.85,True
2025-08-01 08:04:40,GPU_5407,Rack_76,550.6,68.09,Inference,WL_014,Transition,13.59,233.15,67.19,31.05,False,611.68,False
2025-08-01 08:04:45,GPU_2471,Rack_35,784.52,64.98,Inference,WL_073,Transition,51.45,228.38,61.58,254.91,False,835.92,False
2025-08-01 08:04:50,GPU_4364,Rack_61,1323.65,89.65,Training,WL_025,High,65.0,230.76,61.8,206.73,True,1381.69,False
2025-08-01 08:04:55,GPU_3946,Rack_55,1431.71,92.5,Training,WL_033,High,49.58,234.53,59.44,275.72,True,1485.34,False
2025-08-01 08:05:00,GPU_0432,Rack_06,1273.03,96.93,Training,WL_087,High,41.22,233.16,55.8,226.13,True,1329.51,False
2025-08-01 08:05:05,GPU_0387,Rack_06,1315.12,93.4,Training,WL_005,High,49.96,224.0,61.81,151.74,True,1344.81,False
2025-08-01 08:05:10,GPU_0476,Rack_07,491.06,89.1,Inference,WL_084,Transition,29.04,225.84,67.29,224.45,False,549.32,False
2025-08-01 08:05:15,GPU_0126,Rack_02,1116.59,92.89,Training,WL_083,High,39.58,221.3,56.77,257.95,True,1167.21,True
2025-08-01 08:05:20,GPU_6024,Rack_84,1395.58,100.0,Training,WL_092,High,41.25,238.6,68.6,240.16,True,1432.79,False
2025-08-01 08:05:25,GPU_5084,Rack_71,1324.47,95.62,Training,WL_005,High,46.12,228.45,68.1,175.59,True,1368.94,False
2025-08-01 08:05:30,GPU_1492,Rack_21,587.25,18.29,Inference,WL_079,Transition,3.11,227.49,53.22,83.03,False,629.35,False
2025-08-01 08:05:35,GPU_1446,Rack_21,550.67,47.27,Inference,WL_022,Transition,25.08,223.37,61.93,143.84,False,599.8,False
2025-08-01 08:05:40,GPU_5422,Rack_76,1331.28,100.0,Training,WL_020,High,65.0,217.46,61.3,212.62,True,1395.02,False
2025-08-01 08:05:45,GPU_5133,Rack_72,150.32,3.81,Idle,WL_025,Idle,65.0,229.44,66.24,234.26,False,193.64,False
2025-08-01 08:05:50,GPU_4371,Rack_61,1214.0,94.89,Training,WL_057,High,41.7,229.76,58.68,286.41,True,1239.0,True
2025-08-01 08:05:55,GPU_3954,Rack_55,1534.57,88.18,Training,WL_021,High,39.33,223.1,58.75,154.22,True,1500.0,False
2025-08-01 08:06:00,GPU_6283,Rack_88,1458.39,92.12,Training,WL_095,High,25.8,225.68,56.03,224.16,True,1486.69,False
2025-08-01 08:06:05,GPU_1313,Rack_19,1175.74,87.28,Training,WL_084,High,62.17,237.08,57.7,160.51,True,1222.12,True
2025-08-01 08:06:10,GPU_6134,Rack_86,635.39,16.0,Inference,WL_004,Transition,13.2,237.73,60.4,257.41,False,673.83,False
2025-08-01 08:06:15,GPU_4554,Rack_64,685.49,16.43,Inference,WL_027,Transition,30.19,228.06,61.1,291.55,False,735.71,False
2025-08-01 08:06:20,GPU_4268,Rack_60,1600.0,91.8,Training,WL_088,High,45.33,205.42,65.91,54.8,True,1500.0,False
2025-08-01 08:06:25,GPU_1715,Rack_24,1339.78,87.17,Training,WL_010,High,48.18,230.39,57.81,26.15,True,1386.54,False
2025-08-01 08:06:30,GPU_2399,Rack_34,182.24,13.88,Idle,WL_080,Idle,60.45,228.35,60.42,148.56,False,229.27,False
2025-08-01 08:06:35,GPU_5207,Rack_73,1400.89,99.75,Training,WL_039,High,39.62,227.64,63.75,160.05,True,1455.97,True
2025-08-01 08:06:40,GPU_1290,Rack_18,1293.51,92.67,Training,WL_084,High,42.95,232.5,63.02,177.9,True,1338.23,False
2025-08-01 08:06:45,GPU_4697,Rack_66,1435.78,93.57,Training,WL_021,High,37.94,233.52,71.1,42.42,True,1473.53,False
2025-08-01 08:06:50,GPU_0969,Rack_14,1294.68,96.65,Training,WL_056,High,53.89,244.23,57.58,211.13,True,1326.13,False
2025-08-01 08:06:55,GPU_5814,Rack_81,1388.65,96.72,Training,WL_002,High,35.39,228.1,59.29,149.71,True,1437.53,False
2025-08-01 08:07:00,GPU_5349,Rack_75,1313.29,96.0,Training,WL_071,High,54.95,229.67,57.22,57.56,True,1351.84,False
2025-08-01 08:07:05,GPU_5391,Rack_75,129.01,2.78,Idle,WL_031,Idle,65.0,215.95,47.86,26.75,False,177.18,False
2025-08-01 08:07:10,GPU_2472,Rack_35,90.71,11.44,Idle,WL_082,Idle,61.81,229.31,57.96,128.43,False,151.67,False
2025-08-01 08:07:15,GPU_0848,Rack_12,1329.52,92.17,Training,WL_017,High,35.87,235.48,65.6,152.71,True,1367.92,False
2025-08-01 08:07:20,GPU_5566,Rack_78,225.35,8.11,Idle,WL_005,Idle,62.44,232.35,70.99,26.08,False,275.37,False
2025-08-01 08:07:25,GPU_6687,Rack_93,1230.71,91.31,Training,WL_027,High,48.36,229.02,59.96,124.47,True,1255.05,False
2025-08-01 08:07:30,GPU_6738,Rack_94,193.92,7.98,Idle,WL_031,Idle,65.0,227.62,57.86,198.13,False,242.5,False
2025-08-01 08:07:35,GPU_6594,Rack_92,1350.03,86.47,Training,WL_042,High,49.39,236.56,63.82,22.81,True,1383.66,False
2025-08-01 08:07:40,GPU_2174,Rack_31,1216.48,91.99,Training,WL_093,High,32.97,228.77,66.09,80.06,True,1254.47,False
2025-08-01 08:07:45,GPU_3669,Rack_51,1191.78,98.81,Training,WL_092,High,31.43,237.55,51.28,149.19,True,1244.95,False
2025-08-01 08:07:50,GPU_1368,Rack_19,836.13,12.62,Idle,WL_004,Idle,64.01,198.97,59.29,111.75,False,906.46,False
2025-08-01 08:07:55,GPU_3915,Rack_55,1600.0,94.41,Training,WL_081,High,38.2,241.38,58.93,222.02,True,1500.0,True
2025-08-01 08:08:00,GPU_0575,Rack_08,1369.95,88.32,Training,WL_034,High,59.52,239.42,54.57,296.28,True,1426.03,True
2025-08-01 08:08:05,GPU_4975,Rack_70,1273.12,92.11,Training,WL_048,High,35.5,217.4,64.32,231.8,True,1311.84,False
2025-08-01 08:08:10,GPU_4380,Rack_61,616.91,8.78,Inference,WL_061,Transition,15.2,227.22,62.18,29.44,False,673.47,False
2025-08-01 08:08:15,GPU_5399,Rack_75,515.47,70.01,Inference,WL_096,Transition,12.02,232.79,55.33,183.94,False,585.96,False
2025-08-01 08:08:20,GPU_1543,Rack_22,658.94,79.31,Inference,WL_043,Transition,43.44,226.22,51.58,174.16,False,726.06,False
2025-08-01 08:08:25,GPU_2348,Rack_33,1483.58,94.9,Training,WL_042,High,40.19,227.93,61.72,185.43,True,1500.0,False
2025-08-01 08:08:30,GPU_0836,Rack_12,504.41,32.01,Inference,WL_058,Transition,52.77,239.36,59.97,266.63,False,554.75,False
2025-08-01 08:08:35,GPU_6774,Rack_95,1309.09,91.07,Training,WL_048,High,38.64,229.59,57.93,228.05,True,1340.44,False
2025-08-01 08:08:40,GPU_6184,Rack_86,1417.26,97.75,Training,WL_045,High,64.72,229.64,51.81,112.55,True,1467.78,False
2025-08-01 08:08:45,GPU_5414,Rack_76,1222.67,93.08,Training,WL_092,High,48.86,228.83,60.8,84.51,True,1267.38,True
2025-08-01 08:08:50,GPU_5270,Rack_74,1327.94,96.78,Training,WL_055,High,33.36,228.09,61.35,228.1,True,1378.15,False
2025-08-01 08:08:55,GPU_3603,Rack_51,1331.91,96.61,Training,WL_062,High,56.14,223.17,52.04,127.7,True,1395.3,False
2025-08-01 08:09:00,GPU_0403,Rack_06,1227.81,97.84,Training,WL_058,High,65.0,234.7,59.55,38.29,True,1272.73,False
2025-08-01 08:09:05,GPU_5459,Rack_76,364.23,41.22,Inference,WL_023,Transition,25.35,233.14,63.65,274.42,False,410.91,False
2025-08-01 08:09:10,GPU_2295,Rack_32,1353.96,94.04,Training,WL_039,High,34.74,224.51,73.44,55.83,True,1399.79,True
2025-08-01 08:09:15,GPU_3045,Rack_43,700.78,50.75,Inference,WL_048,Transition,51.25,239.63,62.85,125.9,False,733.95,False
2025-08-01 08:09:20,GPU_5365,Rack_75,1340.41,91.6,Training,WL_050,High,52.45,231.84,59.69,232.96,True,1380.15,False
2025-08-01 08:09:25,GPU_2479,Rack_35,1245.08,96.41,Training,WL_088,High,15.85,221.34,61.16,118.76,True,1292.91,False
2025-08-01 08:09:30,GPU_5590,Rack_78,1266.85,94.86,Training,WL_091,High,47.44,234.3,71.41,242.47,True,1308.74,False
2025-08-01 08:09:35,GPU_6141,Rack_86,1084.9,100.0,Training,WL_083,High,50.41,224.44,61.98,62.58,True,1127.56,False
2025-08-01 08:09:40,GPU_4723,Rack_66,1600.0,93.73,Training,WL_048,High,50.99,243.33,68.33,293.59,True,1500.0,False
2025-08-01 08:09:45,GPU_4719,Rack_66,1249.64,99.92,Training,WL_089,High,58.43,231.45,58.19,51.94,True,1300.06,False
2025-08-01 08:09:50,GPU_1803,Rack_26,1303.82,93.19,Training,WL_041,High,52.77,231.38,65.56,168.85,True,1356.56,False
2025-08-01 08:09:55,GPU_6658,Rack_93,1279.48,100.0,Training,WL_072,High,35.06,230.77,60.14,31.31,True,1338.62,True
2025-08-01 08:10:00,GPU_0864,Rack_12,755.31,57.46,Inference,WL_080,Transition,20.26,223.87,63.72,156.24,False,796.93,False
2025-08-01 08:10:05,GPU_4567,Rack_64,1249.34,94.85,Training,WL_011,High,36.87,235.2,63.76,54.78,True,1316.66,True
2025-08-01 08:10:10,GPU_1678,Rack_24,602.68,13.32,Inference,WL_009,Transition,41.18,237.28,55.21,254.82,False,654.94,False
2025-08-01 08:10:15,GPU_1146,Rack_16,1346.85,94.98,Training,WL_048,High,48.72,233.67,51.88,105.22,True,1396.94,False
2025-08-01 08:10:20,GPU_1768,Rack_25,202.53,6.27,Idle,WL_072,Idle,58.42,229.58,64.57,71.84,False,245.76,False
2025-08-01 08:10:25,GPU_5791,Rack_81,1435.73,86.18,Training,WL_043,High,48.94,237.2,59.28,247.61,True,1462.4,False
2025-08-01 08:10:30,GPU_2512,Rack_35,1206.49,100.0,Training,WL_005,High,54.46,227.23,53.8,128.18,True,1267.34,False
2025-08-01 08:10:35,GPU_1388,Rack_20,1250.03,99.17,Training,WL_010,High,20.39,233.1,57.06,29.95,True,1305.72,False
2025-08-01 08:10:40,GPU_6988,Rack_98,1249.72,94.39,Training,WL_029,High,39.67,228.92,56.15,76.2,True,1291.74,True
2025-08-01 08:10:45,GPU_6784,Rack_95,54.19,9.94,Idle,WL_078,Idle,41.51,231.1,53.84,23.95,False,104.4,False
2025-08-01 08:10:50,GPU_5999,Rack_84,1222.12,93.99,Training,WL_048,High,57.09,235.53,64.95,120.03,True,1272.28,False
2025-08-01 08:10:55,GPU_2345,Rack_33,0.0,8.51,Idle,WL_072,Idle,65.0,227.91,59.45,216.11,False,10.82,False
2025-08-01 08:11:00,GPU_4154,Rack_58,1094.77,94.24,Training,WL_044,High,37.4,220.97,62.19,117.48,True,1157.42,True
2025-08-01 08:11:05,GPU_0459,Rack_07,1153.26,94.17,Training,WL_040,High,38.66,232.76,58.0,267.76,True,1210.96,False
2025-08-01 08:11:10,GPU_1303,Rack_19,602.52,27.01,Inference,WL_006,Transition,19.01,227.5,59.52,243.63,False,648.41,False
2025-08-01 08:11:15,GPU_1529,Rack_22,648.2,86.7,Inference,WL_055,Transition,26.84,227.94,58.15,217.51,False,697.19,False
2025-08-01 08:11:20,GPU_3156,Rack_44,685.97,83.13,Inference,WL_080,Transition,26.98,226.11,63.04,190.31,False,747.87,False
2025-08-01 08:11:25,GPU_3050,Rack_43,1500.63,90.84,Training,WL_031,High,42.18,227.34,64.75,20.7,True,1500.0,True
2025-08-01 08:11:30,GPU_3710,Rack_52,1348.85,85.74,Training,WL_015,High,45.32,223.14,65.92,172.07,True,1419.16,False
2025-08-01 08:11:35,GPU_0653,Rack_10,1303.52,100.0,Training,WL_041,High,61.1,225.37,52.41,157.0,True,1355.35,False
2025-08-01 08:11:40,GPU_3791,Rack_53,616.62,58.0,Inference,WL_019,Transition,30.81,223.69,61.12,193.14,False,664.22,False
2025-08-01 08:11:45,GPU_1956,Rack_28,708.71,42.37,Inference,WL_012,Transition,37.86,236.12,53.14,196.26,False,743.31,False
2025-08-01 08:11:50,GPU_0419,Rack_06,1351.73,97.02,Training,WL_065,High,27.5,229.07,68.77,62.99,True,1397.95,True
2025-08-01 08:11:55,GPU_4820,Rack_67,1422.26,96.3,Training,WL_030,High,56.24,233.19,52.74,207.49,True,1465.58,False
2025-08-01 08:12:00,GPU_6876,Rack_96,1374.88,96.35,Training,WL_055,High,54.41,229.5,55.66,296.0,True,1419.72,False
2025-08-01 08:12:05,GPU_3667,Rack_51,1242.74,96.47,Training,WL_022,High,53.61,230.48,62.79,124.88,True,1290.21,False
2025-08-01 08:12:10,GPU_2362,Rack_33,1436.42,88.36,Training,WL_001,High,56.66,231.41,61.1,30.62,True,1500.0,False
2025-08-01 08:12:15,GPU_6340,Rack_89,1425.58,100.0,Training,WL_041,High,40.47,206.88,60.88,147.59,True,1462.58,False
2025-08-01 08:12:20,GPU_2953,Rack_42,1416.34,78.57,Training,WL_097,High,49.7,227.44,55.91,223.23,True,1455.75,False
2025-08-01 08:12:25,GPU_2315,Rack_33,487.33,62.78,Inference,WL_066,Transition,27.54,226.71,55.26,107.52,False,537.96,False
2025-08-01 08:12:30,GPU_5464,Rack_76,1298.22,100.0,Training,WL_061,High,22.89,236.16,65.89,210.32,True,1349.62,False
2025-08-01 08:12:35,GPU_7125,Rack_99,1310.21,91.04,Training,WL_075,High,35.55,236.7,56.93,88.85,True,1356.64,False
2025-08-01 08:12:40,GPU_5109,Rack_71,1059.07,88.3,Training,WL_007,High,34.79,225.03,68.99,136.17,True,1108.23,False
2025-08-01 08:12:45,GPU_2129,Rack_30,1186.38,98.4,Training,WL_006,High,27.37,232.25,56.17,172.94,True,1249.79,True
2025-08-01 08:12:50,GPU_3600,Rack_50,1315.17,95.88,Training,WL_020,High,35.01,217.95,70.99,218.74,True,1366.21,False
2025-08-01 08:12:55,GPU_2849,Rack_40,1141.8,97.54,Training,WL_034,High,50.77,230.99,64.78,286.76,True,1192.18,False
2025-08-01 08:13:00,GPU_4316,Rack_60,1600.0,91.87,Training,WL_080,High,65.0,199.99,55.63,47.29,True,1500.0,False
2025-08-01 08:13:05,GPU_7047,Rack_98,1258.47,92.04,Training,WL_044,High,36.26,232.51,55.3,145.53,True,1307.13,False
2025-08-01 08:13:10,GPU_5604,Rack_78,1286.34,92.0,Training,WL_022,High,46.95,232.21,60.49,192.22,True,1321.76,False
2025-08-01 08:13:15,GPU_5585,Rack_78,1205.73,99.14,Training,WL_049,High,27.15,236.52,56.13,203.35,True,1259.41,False
2025-08-01 08:13:20,GPU_5719,Rack_80,1382.96,91.58,Training,WL_072,High,51.04,239.41,59.47,15.73,True,1438.22,False
2025-08-01 08:13:25,GPU_6586,Rack_92,166.17,16.54,Idle,WL_007,Idle,51.41,223.92,65.04,237.46,False,212.0,False
2025-08-01 08:13:30,GPU_7172,Rack_100,50.45,12.02,Idle,WL_079,Idle,65.0,229.02,68.0,56.54,False,110.03,False
2025-08-01 08:13:35,GPU_5868,Rack_82,634.77,76.43,Inference,WL_038,Transition,42.9,233.05,51.36,264.58,False,691.9,False
2025-08-01 08:13:40,GPU_6941,Rack_97,178.89,9.37,Idle,WL_047,Idle,65.0,225.02,61.16,27.55,False,236.07,False
2025-08-01 08:13:45,GPU_4346,Rack_61,247.68,18.15,Idle,WL_050,Idle,64.2,224.57,61.29,269.45,False,294.1,False
2025-08-01 08:13:50,GPU_1233,Rack_18,141.06,3.08,Idle,WL_057,Idle,65.0,239.98,58.21,260.11,False,186.63,False
2025-08-01 08:13:55,GPU_5878,Rack_82,590.47,45.35,Inference,WL_006,Transition,29.63,232.95,58.17,37.16,False,652.27,False
2025-08-01 08:14:00,GPU_6725,Rack_94,521.44,87.05,Inference,WL_084,Transition,33.91,225.1,66.96,73.67,False,582.84,False
2025-08-01 08:14:05,GPU_3075,Rack_43,1096.34,95.85,Training,WL_020,High,41.41,226.41,64.5,244.52,True,1143.32,False
2025-08-01 08:14:10,GPU_3835,Rack_54,1134.14,98.45,Training,WL_046,High,39.22,234.99,67.02,245.73,True,1167.75,True
2025-08-01 08:14:15,GPU_1712,Rack_24,1214.46,90.42,Training,WL_061,High,41.2,237.31,65.74,67.53,True,1263.27,False
2025-08-01 08:14:20,GPU_0392,Rack_06,767.2,49.91,Inference,WL_023,Transition,34.34,229.58,53.92,199.74,False,804.25,False
2025-08-01 08:14:25,GPU_3034,Rack_43,1402.0,96.54,Training,WL_041,High,21.49,229.44,65.24,222.52,True,1449.07,False
2025-08-01 08:14:30,GPU_1175,Rack_17,1365.6,95.2,Training,WL_031,High,39.3,235.68,54.94,291.34,True,1413.59,False
2025-08-01 08:14:35,GPU_6135,Rack_86,1491.18,94.19,Training,WL_069,High,48.79,226.39,51.42,186.61,True,1500.0,False
2025-08-01 08:14:40,GPU_4563,Rack_64,213.94,16.28,Idle,WL_050,Idle,51.59,232.91,62.69,100.72,False,265.01,False
2025-08-01 08:14:45,GPU_6352,Rack_89,1454.71,100.0,Training,WL_084,High,42.88,235.16,51.23,151.92,True,1500.0,True
2025-08-01 08:14:50,GPU_4622,Rack_65,670.23,21.69,Inference,WL_024,Transition,28.53,229.86,63.19,249.07,False,721.7,False
2025-08-01 08:14:55,GPU_1484,Rack_21,1205.74,93.17,Training,WL_072,High,40.98,235.27,55.2,127.52,True,1259.56,False
2025-08-01 08:15:00,GPU_3322,Rack_47,36.69,1.59,Idle,WL_035,Idle,65.0,222.35,55.35,272.22,False,79.24,False
2025-08-01 08:15:05,GPU_1780,Rack_25,1223.37,87.78,Training,WL_022,High,32.28,231.75,57.11,201.24,True,1262.66,False
2025-08-01 08:15:10,GPU_6950,Rack_97,1554.74,90.43,Training,WL_074,High,59.27,195.11,63.56,249.94,True,1500.0,False
2025-08-01 08:15:15,GPU_4289,Rack_60,1200.58,98.73,Training,WL_003,High,48.24,230.76,56.43,216.4,True,1259.71,False
2025-08-01 08:15:20,GPU_1792,Rack_25,1378.36,100.0,Training,WL_064,High,63.58,225.81,58.06,93.52,True,1416.49,False
2025-08-01 08:15:25,GPU_2734,Rack_38,1296.45,86.17,Training,WL_025,High,43.75,226.75,54.89,23.24,True,1348.38,False
2025-08-01 08:15:30,GPU_2271,Rack_32,1306.34,90.79,Training,WL_092,High,31.1,229.81,57.28,175.13,True,1349.47,True
2025-08-01 08:15:35,GPU_3925,Rack_55,617.07,48.03,Inference,WL_018,Transition,49.37,238.08,58.66,14.91,False,675.77,False
2025-08-01 08:15:40,GPU_1393,Rack_20,451.96,55.88,Inference,WL_090,Transition,40.28,224.61,61.65,281.37,False,499.14,False
2025-08-01 08:15:45,GPU_6523,Rack_91,75.21,8.9,Idle,WL_022,Idle,65.0,223.82,57.92,263.17,False,130.63,False
2025-08-01 08:15:50,GPU_2014,Rack_28,1370.6,91.81,Training,WL_052,High,62.91,228.63,64.6,296.03,True,1425.82,False
2025-08-01 08:15:55,GPU_2448,Rack_34,393.27,74.74,Inference,WL_012,Transition,19.81,228.29,57.14,173.38,False,466.99,False
2025-08-01 08:16:00,GPU_0274,Rack_04,1309.94,100.0,Training,WL_004,High,22.92,233.12,61.87,199.44,True,1363.38,True
2025-08-01 08:16:05,GPU_7193,Rack_100,598.03,79.77,Inference,WL_097,Transition,51.59,228.21,56.86,12.46,False,628.67,False
2025-08-01 08:16:10,GPU_2400,Rack_34,1487.71,92.47,Training,WL_067,High,52.31,229.82,57.02,37.02,True,1500.0,True
